Day,Temperature (°C),Rainfall (mm),Humidity (%)
1140,7.0,32.9,82
1141,-1.8,6.2,30
1142,25.8,12.6,69
1143,-4.0,15.9,82
1144,26.3,6.1,92
1145,2.4,38.2,38
1146,24.2,12.4,34
1147,31.5,48.0,45
1148,32.2,15.4,93
1149,14.3,36.5,91
1150,6.2,21.7,48
1151,11.6,20.5,59
1152,-3.4,45.9,34
1153,18.1,12.5,55
1154,19.5,9.8,57
1155,10.9,22.5,73
1156,2.4,49.4,100
1157,11.3,43.5,45
1158,20.4,4.8,28
1159,9.9,9.5,32
1160,-4.7,48.4,41
1161,12.0,41.7,24
1162,14.4,16.7,67
1163,10.1,14.3,82
1164,16.9,33.2,81
1165,21.1,24.1,66
1166,18.1,2.5,74
1167,2.1,8.3,63
1168,23.9,5.3,96
1169,10.3,47.5,63
1170,16.4,13.7,27
1171,-1.1,39.8,51
1172,14.7,26.8,96
1173,14.0,38.1,93
1174,13.6,11.5,79
1175,24.7,15.6,84
1176,10.1,39.2,71
1177,33.4,9.8,88
1178,8.1,16.4,36
1179,-1.5,20.5,68
1180,30.6,40.4,92
1181,21.6,22.5,39
1182,24.0,49.2,90
1183,3.2,47.8,22
1184,27.4,2.3,43
1185,26.8,24.3,62
1186,3.5,45.1,20
1187,9.3,33.7,31
1188,4.3,19.5,60
1189,0.9,18.5,62
1190,23.6,16.3,49
1191,-2.7,30.9,20
1192,18.4,44.4,77
1193,12.8,47.5,41
1194,34.1,33.6,25
1195,31.2,35.0,77
1196,-3.5,21.1,70
1197,21.0,11.4,65
1198,17.8,44.8,82
1199,30.0,8.4,83
1200,-1.9,34.9,64
1201,1.3,39.2,33
1202,17.9,49.3,35
1203,17.1,11.8,98
1204,29.1,40.5,81
1205,2.8,27.0,92
1206,28.8,33.7,81
1207,22.0,35.1,50
1208,20.6,34.3,48
1209,26.8,16.0,37
1210,33.9,8.2,96
1211,31.8,11.2,97
1212,7.3,22.1,83
1213,5.3,7.4,99
1214,16.5,39.3,38
1215,-1.1,40.4,86
1216,7.7,27.6,43
1217,19.9,14.5,53
1218,18.5,0.9,20
1219,6.3,19.9,29
1220,6.1,47.9,39
1221,16.4,46.7,26
1222,17.8,44.4,75
1223,26.4,39.3,41
1224,14.8,35.6,75
1225,5.4,15.5,56
1226,-0.5,1.7,61
1227,24.5,32.4,79
1228,26.6,3.5,31
1229,-4.9,39.5,99
1230,5.3,42.5,44
1231,30.3,40.4,82
1232,-3.9,36.8,39
1233,35.0,17.0,57
1234,15.6,45.4,76
1235,5.3,32.6,34
1236,16.6,12.1,51
1237,23.2,44.6,22
1238,3.4,31.6,66
1239,17.7,35.4,92
1240,22.1,24.5,46
1241,10.2,37.3,97
1242,5.8,12.6,85
1243,-3.4,7.5,100
1244,11.3,13.9,76
1245,10.7,47.6,63
1246,6.0,37.8,30
1247,31.6,48.1,42
1248,31.0,9.7,32
1249,10.6,6.0,23
1250,12.3,42.7,44
1251,22.7,16.2,71
1252,6.5,16.3,62
1253,24.0,39.2,91
1254,15.3,5.2,45
1255,4.4,44.1,89
1256,31.4,6.7,46
1257,20.9,24.2,74
1258,28.1,45.6,98
1259,22.8,22.5,44
1260,16.3,5.1,76
1261,8.8,9.4,96
1262,20.6,10.0,98
1263,18.3,37.3,59
1264,28.8,17.3,51
1265,15.3,34.2,26
1266,-3.6,29.4,33
1267,-4.8,33.0,54
1268,34.1,33.6,73
1269,-3.8,28.7,43
1270,-3.8,15.6,26
1271,14.9,16.7,27
1272,25.7,45.8,45
1273,34.2,0.0,24
1274,28.9,14.6,49
1275,27.4,38.2,94
1276,19.6,44.6,30
1277,6.1,24.1,66
1278,19.6,7.4,80
1279,13.3,31.5,48
1280,10.2,44.2,33
1281,27.2,25.3,28
1282,14.4,12.5,83
1283,32.9,49.6,36
1284,27.2,49.5,77
1285,2.0,10.2,34
1286,16.6,15.3,66
1287,7.8,5.7,95
1288,18.2,27.1,54
1289,4.7,17.3,72
1290,5.7,26.1,38
1291,18.8,30.5,97
1292,-2.5,35.3,67
1293,-3.9,19.5,35
1294,21.8,45.2,26
1295,16.9,46.5,60
1296,11.9,16.5,91
1297,3.3,30.8,58
1298,-2.3,6.8,96
1299,3.3,29.0,34
1300,-3.3,4.7,32
1301,10.1,22.8,68
1302,4.0,3.3,90
1303,6.6,12.9,90
1304,22.0,26.9,93
1305,16.4,7.3,43
1306,27.6,10.4,31
1307,14.9,2.1,40
1308,11.3,35.6,38
1309,9.4,37.4,60
1310,0.9,31.7,41
1311,34.7,33.5,65
1312,31.6,16.0,47
1313,12.5,27.0,83
1314,1.8,14.7,73
1315,7.4,9.0,38
1316,6.9,8.9,44
1317,23.0,7.5,72
1318,14.3,21.9,35
1319,11.5,1.9,71
1320,9.9,32.3,47
1321,7.6,46.7,23
1322,29.3,11.0,81
1323,20.7,44.7,78
1324,27.1,26.4,32
1325,33.7,33.5,23
1326,25.9,27.0,62
1327,34.0,43.5,24
1328,19.7,3.9,42
1329,12.1,23.6,37
1330,-2.3,43.7,30
1331,22.1,27.9,36
1332,-0.9,24.0,44
1333,10.1,39.3,63
1334,2.2,30.0,87
1335,16.1,32.5,50
1336,16.5,12.1,92
1337,13.2,22.4,36
1338,-0.4,37.9,63
1339,-5.0,28.7,94
1340,3.2,1.6,45
1341,32.9,31.7,61
1342,7.4,42.2,52
1343,2.6,11.2,24
1344,26.6,22.8,46
1345,23.1,38.9,91
1346,31.5,38.6,32
1347,4.0,39.9,52
1348,-4.6,18.9,46
1349,12.2,17.7,70
1350,31.6,36.9,35
1351,4.2,17.2,22
1352,7.9,24.3,48
1353,4.2,14.2,74
1354,30.2,9.8,74
1355,3.2,7.7,95
1356,19.2,45.0,69
1357,7.8,20.5,92
1358,21.5,19.3,57
1359,23.6,33.8,57
1360,7.5,38.6,60
1361,5.0,4.9,50
1362,30.4,10.0,76
1363,29.0,11.9,20
1364,3.6,31.5,31
1365,10.2,41.6,21
1366,22.4,35.7,94
1367,16.0,25.1,30
1368,15.0,4.6,83
1369,21.9,19.0,80
1370,27.9,8.9,38
1371,1.1,28.1,59
1372,25.9,1.1,58
1373,33.7,38.3,35
1374,28.1,35.1,32
1375,33.5,15.9,58
1376,-4.2,47.1,94
1377,0.9,47.3,52
1378,16.1,17.7,35
1379,27.2,33.5,84
1380,16.3,13.6,63
1381,4.8,11.9,65
1382,-3.3,44.4,58
1383,31.1,14.2,57
1384,3.7,26.1,39
1385,32.8,4.1,61
1386,3.5,37.9,70
1387,27.0,13.5,84
1388,8.6,30.2,23
1389,12.0,10.3,39
1390,8.3,30.5,42
1391,24.4,26.4,40
1392,5.3,24.6,96
1393,10.9,35.5,32
1394,1.6,45.9,58
1395,20.8,24.9,35
1396,31.5,27.7,32
1397,3.2,1.8,79
1398,2.2,42.5,29
1399,18.1,9.7,53
1400,6.1,15.3,69
1401,13.2,49.2,89
1402,9.1,45.9,92
1403,14.4,29.7,75
1404,34.6,35.7,49
1405,25.5,41.1,50
1406,23.8,49.0,69
1407,21.9,43.9,27
1408,26.0,42.0,53
1409,-1.9,33.4,20
1410,0.3,49.8,63
1411,21.2,0.8,74
1412,12.0,48.5,68
1413,16.8,47.3,78
1414,13.1,11.8,27
1415,8.0,17.3,96
1416,17.8,14.4,42
1417,18.6,18.5,94
1418,-3.8,47.1,82
1419,-1.6,20.9,21
1420,-3.6,44.5,87
1421,14.8,42.0,92
1422,8.2,11.0,69
1423,12.8,27.3,85
1424,10.0,1.2,64
1425,7.6,0.6,73
1426,17.5,34.9,31
1427,21.1,6.3,24
1428,25.8,10.0,46
1429,31.9,22.5,28
1430,9.6,17.3,21
1431,0.0,37.5,45
1432,-0.4,12.0,32
1433,-2.0,33.0,54
1434,21.5,6.8,59
1435,20.2,28.0,87
1436,32.1,35.1,25
1437,1.5,32.5,72
1438,12.5,18.6,63
1439,21.2,18.5,82
1440,18.2,18.3,33
1441,21.3,41.3,46
1442,3.6,18.7,32
1443,32.5,4.1,49
1444,31.0,43.4,70
1445,27.5,3.2,90
1446,26.8,11.0,52
1447,22.0,12.5,51
1448,1.6,35.1,99
1449,-3.3,40.4,67
1450,2.0,24.4,39
1451,-3.4,17.7,78
1452,14.4,20.8,72
1453,19.8,20.7,23
1454,2.1,27.4,78
1455,26.6,8.0,78
1456,17.6,32.5,98
1457,18.4,13.3,73
1458,-0.0,13.0,80
1459,25.2,28.6,24
1460,20.2,29.5,66
1461,19.7,11.2,99
1462,14.5,23.3,36
1463,21.2,23.6,52
1464,6.5,37.9,39
1465,12.4,14.6,52
1466,28.0,49.1,40
1467,10.0,35.1,52
1468,17.7,34.3,28
1469,27.7,44.0,98
1470,15.8,36.9,84
1471,17.5,17.4,78
1472,33.6,32.6,27
1473,19.2,43.9,43
1474,28.5,37.9,53
1475,0.6,25.9,24
1476,12.5,7.2,97
1477,15.1,1.4,22
1478,20.1,8.8,25
1479,22.6,35.8,42
1480,19.0,1.9,80
1481,15.8,29.1,32
1482,18.9,30.0,98
1483,12.0,19.3,47
1484,9.2,19.1,99
1485,18.3,46.0,33
1486,15.1,22.6,51
1487,-1.7,3.3,80
1488,-1.8,48.2,76
1489,18.9,20.0,65
1490,8.0,17.5,32
1491,32.0,42.1,93
1492,0.8,44.6,45
1493,14.7,36.4,29
1494,0.4,34.0,95
1495,12.8,31.9,58
1496,28.8,21.0,23
1497,-2.6,12.1,61
1498,-0.1,17.5,32
1499,13.0,47.5,92
1500,26.6,35.6,89
1501,3.4,8.5,96
1502,30.8,41.0,22
1503,33.9,8.7,29
1504,12.3,25.2,87
1505,17.8,45.6,49
1506,0.3,47.8,46
1507,13.8,7.8,40
1508,18.6,43.1,45
1509,23.2,5.2,56
1510,-4.6,37.9,57
1511,22.6,13.7,69
1512,13.8,31.7,48
1513,3.2,16.3,66
1514,27.5,20.7,76
1515,-3.8,15.6,25
1516,3.5,11.1,85
1517,5.3,21.2,23
1518,23.7,13.4,21
1519,4.7,23.7,58
1520,31.6,38.5,61
1521,13.1,32.5,48
1522,8.0,16.0,27
1523,15.5,7.8,42
1524,14.2,21.5,29
1525,22.3,34.4,79
1526,-0.2,4.4,97
1527,28.3,39.3,77
1528,-4.1,1.9,96
1529,9.1,47.6,24
1530,7.9,31.6,39
1531,-4.9,17.3,56
1532,4.7,44.6,37
1533,-5.0,12.7,35
1534,7.4,23.9,34
1535,26.2,19.0,69
1536,1.0,23.1,74
1537,-4.9,31.8,85
1538,2.9,26.1,94
1539,16.8,3.3,89
1540,10.0,29.3,28
1541,18.7,16.3,60
1542,22.6,13.5,98
1543,-4.9,3.6,85
1544,29.0,9.2,53
1545,25.3,4.8,66
1546,20.6,0.3,55
1547,8.9,9.2,98
1548,32.5,38.8,91
1549,1.9,23.0,62
1550,8.7,27.6,88
1551,24.3,44.1,21
1552,27.5,41.6,90
1553,22.0,41.5,90
1554,32.1,8.2,100
1555,1.5,1.3,71
1556,11.7,5.9,78
1557,2.8,11.0,44
1558,-1.9,43.2,61
1559,7.2,33.3,36
1560,18.3,31.2,45
1561,10.0,37.0,39
1562,16.5,19.2,94
1563,-1.9,2.9,64
1564,16.4,28.9,88
1565,9.0,49.0,50
1566,28.0,30.3,100
1567,-1.9,48.0,57
1568,32.1,34.2,44
1569,0.2,8.6,59
1570,25.4,24.8,68
1571,26.2,31.9,54
1572,31.7,11.6,97
1573,25.9,42.9,88
1574,-4.3,45.0,84
1575,3.0,26.1,96
1576,14.9,19.4,21
1577,3.8,14.0,54
1578,31.0,13.0,29
1579,28.7,14.6,77
1580,16.6,1.1,41
1581,20.9,32.5,29
1582,10.4,38.4,76
1583,25.2,49.5,20
1584,9.5,11.4,71
1585,21.4,26.4,37
1586,9.5,47.6,60
1587,33.4,46.2,75
1588,3.5,49.0,37
1589,-3.5,19.9,95
1590,11.3,16.3,57
1591,6.5,1.1,94
1592,0.0,1.7,60
1593,-4.2,6.4,82
1594,2.7,31.2,53
1595,31.9,16.0,58
1596,34.5,21.6,98
1597,18.2,4.5,67
1598,26.7,19.0,56
1599,1.4,37.3,43
1600,32.4,11.1,39
1601,8.5,23.0,88
1602,33.1,41.7,45
1603,3.0,3.0,20
1604,-4.6,42.6,63
1605,9.0,26.8,85
1606,9.4,18.8,76
1607,31.0,24.3,76
1608,11.3,14.2,28
1609,6.8,10.6,95
1610,15.6,15.0,24
1611,-1.4,27.5,27
1612,5.8,14.4,29
1613,7.8,33.0,88
1614,9.1,47.3,84
1615,5.0,42.9,61
1616,29.7,1.1,85
1617,9.6,39.2,49
1618,1.2,11.7,47
1619,-1.8,22.0,64
1620,17.8,43.5,23
1621,6.0,32.9,71
1622,-3.7,4.1,85
1623,28.9,33.9,61
1624,22.0,34.4,81
1625,9.3,25.4,77
1626,13.7,47.0,46
1627,0.5,9.5,94
1628,32.8,5.1,91
1629,0.0,33.9,73
1630,-3.0,38.0,73
1631,23.2,16.5,59
1632,32.3,45.4,85
1633,2.4,28.6,83
1634,2.2,7.4,88
1635,-1.6,12.5,75
1636,-2.8,11.5,76
1637,34.4,20.5,93
1638,27.8,0.3,21
1639,12.0,29.7,62
1640,15.9,44.0,97
1641,-4.8,35.6,69
1642,0.5,39.9,87
1643,23.7,22.1,67
1644,-1.5,31.3,57
1645,23.8,28.2,38
1646,20.9,22.2,54
1647,-1.3,22.5,23
1648,21.4,2.0,51
1649,21.5,6.2,89
1650,29.6,8.9,40
1651,19.0,24.0,49
1652,20.7,17.7,100
1653,28.8,6.1,33
1654,31.1,31.0,48
1655,14.0,38.7,59
1656,7.2,13.8,69
1657,31.6,22.0,52
1658,0.7,7.6,33
1659,5.3,43.9,78
1660,3.6,38.9,66
1661,16.7,46.3,42
1662,17.8,26.4,36
1663,-0.9,38.2,23
1664,-4.2,15.6,91
1665,9.4,40.5,21
1666,5.7,43.5,57
1667,-3.7,47.0,91
1668,11.6,15.7,87
1669,13.4,29.7,35
1670,22.1,31.0,78
1671,6.2,30.3,88
1672,18.1,24.5,82
1673,18.6,8.1,30
1674,19.6,9.8,52
1675,22.1,46.4,25
1676,26.4,10.3,82
1677,20.9,1.5,57
1678,7.0,36.6,31
1679,22.7,41.1,24
1680,20.2,31.5,57
1681,15.6,15.0,40
1682,-1.9,47.1,91
1683,-2.0,11.2,83
1684,10.2,0.5,24
1685,-4.3,5.0,66
1686,12.1,29.3,88
1687,35.0,42.2,38
1688,23.0,9.0,74
1689,5.3,5.8,90
1690,8.6,13.2,29
1691,10.8,5.7,78
1692,22.7,30.3,81
1693,6.7,22.0,78
1694,20.3,48.0,44
1695,-1.2,37.1,81
1696,1.1,37.0,80
1697,16.1,40.9,95
1698,22.4,42.6,80
1699,13.1,8.2,68
1700,-4.1,7.1,93
1701,-2.1,45.0,80
1702,31.0,6.7,63
1703,23.3,11.1,80
1704,14.1,9.3,34
1705,3.5,17.9,20
1706,19.7,47.3,55
1707,-1.8,40.7,46
1708,4.1,13.4,32
1709,25.4,12.4,71
1710,28.9,37.4,58
1711,0.2,49.1,61
1712,-3.8,37.1,54
1713,25.6,6.0,65
1714,24.4,33.5,34
1715,3.0,25.0,34
1716,10.6,10.9,33
1717,16.3,24.5,36
1718,16.8,43.8,23
1719,23.8,13.0,63
1720,31.8,22.9,63
1721,1.5,42.0,22
1722,34.8,0.5,94
1723,0.3,15.6,64
1724,2.3,14.8,72
1725,13.2,19.0,43
1726,-1.7,4.2,31
1727,18.8,14.0,64
1728,25.0,35.1,32
1729,25.5,39.6,25
1730,20.9,44.7,88
1731,15.4,15.8,70
1732,22.2,3.8,20
1733,-0.3,45.2,46
1734,-4.4,12.3,71
1735,14.0,48.1,85
1736,9.5,34.5,42
1737,8.8,0.9,90
1738,23.4,48.3,62
1739,29.8,3.0,90
1740,10.3,34.8,87
1741,3.8,35.2,82
1742,10.7,37.0,63
1743,1.7,15.7,54
1744,0.1,29.4,76
1745,12.3,22.5,100
1746,4.0,35.0,62
1747,17.7,46.4,79
1748,0.7,9.2,67
1749,27.3,29.7,88
1750,16.1,39.5,77
1751,11.1,16.2,38
1752,4.7,24.9,56
1753,-4.1,41.1,75
1754,-2.6,44.5,43
1755,14.5,32.2,91
1756,-1.4,14.9,100
1757,15.6,11.1,59
1758,26.5,17.5,79
1759,12.1,41.1,37
1760,-2.8,30.0,38
1761,19.2,25.4,83
1762,33.0,7.2,73
1763,15.6,35.6,51
1764,12.9,11.1,72
1765,22.2,3.4,46
1766,18.7,33.9,68
1767,13.9,21.9,52
1768,-3.5,41.4,55
1769,29.3,42.7,86
1770,23.3,38.1,71
1771,20.5,24.4,30
1772,1.8,9.5,39
1773,1.4,49.0,70
1774,27.9,5.5,27
1775,31.3,27.7,84
1776,31.2,34.1,72
1777,34.7,41.0,22
1778,21.7,19.5,68
1779,29.7,22.9,60
1780,21.1,3.1,61
1781,26.7,21.9,97
1782,12.1,47.3,27
1783,24.9,39.1,57
1784,1.0,45.8,61
1785,26.2,21.3,56
1786,26.9,30.3,68
1787,33.4,21.0,38
1788,-0.8,0.9,38
1789,32.2,17.2,90
1790,-1.1,30.2,28
1791,5.4,9.0,73
1792,-3.1,4.0,28
1793,7.7,8.8,44
1794,24.7,14.0,36
1795,14.6,0.2,64
1796,33.5,5.2,96
1797,23.7,42.8,61
1798,12.4,40.3,80
1799,28.4,47.1,45
1800,-3.4,14.1,85
1801,22.3,5.7,84
1802,25.0,17.0,73
1803,11.7,3.8,73
1804,28.9,23.9,94
1805,11.2,19.2,81
1806,8.6,40.7,71
1807,20.5,48.9,53
1808,30.6,43.3,59
1809,5.0,44.3,48
1810,7.0,49.0,77
1811,18.4,9.7,32
1812,26.8,24.0,95
1813,30.4,13.3,77
1814,-3.5,15.8,80
1815,-2.2,29.7,64
1816,5.3,32.7,48
1817,28.3,18.3,30
1818,-3.5,10.7,75
1819,25.8,15.5,71
1820,34.9,15.1,43
1821,23.9,40.6,78
1822,5.5,1.0,88
1823,-4.4,24.0,60
1824,6.6,13.1,73
1825,3.1,21.5,77
1826,-4.8,19.8,73
1827,27.3,45.8,54
1828,13.2,23.7,91
1829,-1.2,19.6,24
1830,2.9,43.2,90
1831,34.0,29.2,21
1832,-4.2,9.6,96
1833,31.0,35.8,69
1834,32.1,13.0,93
1835,13.4,6.7,37
1836,21.5,17.3,99
1837,22.9,49.2,65
1838,16.3,22.5,70
1839,29.1,13.3,100
1840,17.2,46.1,68
1841,-3.9,11.0,26
1842,25.2,40.6,100
1843,6.9,21.6,21
1844,23.6,0.9,37
1845,12.2,37.3,70
1846,14.3,30.8,31
1847,14.4,28.0,61
1848,30.3,41.5,30
1849,2.4,44.0,46
1850,-4.5,31.1,33
1851,24.2,14.1,96
1852,30.9,8.3,74
1853,17.4,47.2,99
1854,14.6,13.3,70
1855,9.8,26.9,32
1856,7.7,14.1,67
1857,15.0,25.1,64
1858,6.6,41.4,83
1859,33.2,26.6,73
1860,31.2,1.8,32
1861,18.3,15.6,23
1862,15.6,23.8,62
1863,5.7,47.1,26
1864,20.1,37.4,45
1865,13.1,45.3,54
1866,21.3,40.9,64
1867,20.9,17.6,40
1868,6.6,49.7,49
1869,13.6,5.0,65
1870,5.1,30.2,81
1871,19.7,19.0,52
1872,-2.8,8.9,86
1873,0.8,24.2,71
1874,19.4,12.0,51
1875,1.6,37.0,51
1876,6.4,37.5,43
1877,-4.9,40.3,44
1878,1.6,14.7,37
1879,30.3,35.2,26
1880,26.1,23.3,56
1881,10.1,5.7,76
1882,4.2,6.8,94
1883,9.4,14.2,56
1884,-4.0,5.2,86
1885,6.2,11.6,97
1886,33.4,45.0,21
1887,27.4,49.2,73
1888,-2.7,12.0,55
1889,21.6,20.5,42
1890,25.3,23.5,63
1891,12.2,16.1,60
1892,-3.9,26.1,66
1893,5.2,26.8,35
1894,-0.4,33.9,92
1895,-2.7,19.1,83
1896,8.4,12.3,28
1897,31.2,0.2,42
1898,27.8,30.9,52
1899,9.9,22.2,88
1900,-1.8,32.1,96
1901,5.9,41.7,92
1902,16.6,48.8,26
1903,5.5,29.2,96
1904,33.0,34.7,68
1905,26.9,14.9,53
1906,9.8,31.1,51
1907,-0.1,47.4,32
1908,18.3,20.6,78
1909,-1.8,1.6,20
1910,9.3,23.8,94
1911,-4.8,40.8,83
1912,5.7,28.9,99
1913,12.2,23.4,47
1914,7.3,19.2,31
1915,34.1,33.3,68
1916,9.8,41.9,86
1917,10.1,22.3,68
1918,8.6,41.0,88
1919,12.5,8.0,80
1920,4.8,25.7,39
1921,3.4,16.4,28
1922,13.9,29.4,98
1923,30.9,35.5,74
1924,15.4,42.0,53
1925,14.6,30.3,68
1926,0.6,0.0,42
1927,5.0,18.3,76
1928,16.5,10.7,83
1929,27.6,36.6,98
1930,28.4,28.5,26
1931,-0.5,23.9,91
1932,18.7,42.8,42
1933,-3.4,19.4,39
1934,24.7,40.4,31
1935,9.0,22.1,46
1936,21.4,33.8,49
1937,9.7,13.5,86
1938,3.2,27.7,29
1939,-3.4,27.7,97
1940,17.0,30.8,82
1941,5.7,39.1,34
1942,17.2,35.7,58
1943,0.4,11.2,27
1944,31.4,29.2,48
1945,21.1,14.1,77
1946,5.3,4.5,78
1947,31.7,33.4,20
1948,29.6,0.3,24
1949,0.0,34.5,86
1950,8.5,0.6,63
1951,31.2,34.7,39
1952,19.5,12.5,89
1953,30.2,12.5,52
1954,21.8,41.1,75
1955,17.5,32.8,58
1956,29.6,32.9,44
1957,10.0,7.4,88
1958,24.9,11.4,72
1959,15.7,32.0,54
1960,26.0,9.2,56
1961,3.4,29.0,78
1962,-0.7,16.2,74
1963,31.1,33.1,60
1964,22.7,1.1,56
1965,10.4,41.1,67
1966,-4.2,31.8,57
1967,-3.2,18.3,34
1968,34.3,48.5,42
1969,21.4,19.7,85
1970,27.5,15.1,41
1971,11.0,46.0,60
1972,20.3,29.0,83
1973,31.9,9.8,60
1974,9.0,21.2,32
1975,4.2,14.2,67
1976,1.9,38.2,29
1977,-2.4,32.2,47
1978,23.5,47.8,51
1979,31.8,12.2,80
1980,2.4,5.6,28
1981,6.4,2.6,51
1982,28.2,20.9,29
1983,27.7,12.0,20
1984,33.8,28.8,97
1985,5.1,13.1,74
1986,17.8,39.6,37
1987,8.1,11.7,65
1988,2.1,7.3,79
1989,24.3,29.1,88
1990,21.9,12.2,53
1991,15.9,1.0,25
1992,33.6,39.3,92
1993,-2.0,1.4,45
1994,7.0,12.5,30
1995,30.7,35.6,73
1996,7.8,21.0,67
1997,-3.2,29.0,94
1998,9.9,26.3,98
1999,28.2,20.0,99
2000,-0.0,34.3,73
2001,15.5,31.4,31
2002,22.7,1.0,80
2003,19.5,21.6,22
2004,-2.6,12.1,58
2005,4.3,11.4,51
2006,10.0,15.4,25
2007,7.3,31.8,61
2008,14.7,18.1,81
2009,11.0,20.4,67
2010,2.0,48.4,52
2011,11.6,11.4,39
2012,12.2,15.6,72
2013,16.6,14.1,54
2014,24.2,25.2,24
2015,-4.8,13.0,97
2016,3.5,24.6,46
2017,11.5,33.1,60
2018,33.2,37.5,84
2019,32.6,2.5,80
2020,21.9,16.9,65
2021,17.2,5.5,88
2022,4.4,8.5,28
2023,3.0,24.2,95
2024,21.7,0.8,36
2025,8.7,3.0,39
2026,14.5,28.0,72
2027,7.5,27.3,100
2028,2.3,44.3,33
2029,17.9,14.5,96
2030,16.3,6.2,28
2031,13.7,34.7,34
2032,6.5,45.9,79
2033,24.7,34.3,30
2034,-1.5,35.1,100
2035,31.2,16.1,37
2036,-3.1,29.7,84
2037,6.0,42.6,62
2038,22.1,6.4,28
2039,8.4,28.9,83
2040,15.0,29.1,81
2041,23.0,0.2,38
2042,32.3,24.3,77
2043,27.3,34.6,68
2044,14.5,26.3,78
2045,18.8,39.7,97
2046,5.1,4.1,33
2047,3.5,37.6,46
2048,5.0,5.8,94
2049,1.5,13.0,85
2050,25.0,21.0,90
2051,11.7,31.6,28
2052,31.3,12.8,93
2053,22.1,2.9,79
2054,24.0,26.4,80
2055,9.0,1.5,78
2056,31.6,40.3,72
2057,4.7,24.4,39
2058,32.0,4.2,23
2059,25.0,44.2,24
2060,9.9,14.0,89
2061,24.2,26.2,35
2062,31.7,17.9,38
2063,17.6,30.7,54
2064,23.0,19.1,75
2065,2.0,46.6,40
2066,32.7,9.0,33
2067,13.2,5.6,80
2068,29.7,43.1,97
2069,34.8,10.1,21
2070,8.1,29.0,31
2071,23.7,24.9,72
2072,8.5,12.0,55
2073,24.1,9.5,48
2074,12.0,15.2,96
2075,28.4,11.1,31
2076,10.6,16.0,63
2077,24.9,26.5,83
2078,30.3,4.9,43
2079,22.3,15.1,37
2080,28.6,6.6,80
2081,12.9,48.1,60
2082,9.7,6.2,71
2083,3.6,25.2,40
2084,26.2,41.2,64
2085,26.8,43.4,38
2086,23.6,17.5,85
2087,4.3,49.8,64
2088,2.3,41.8,42
2089,16.8,17.2,75
2090,3.8,15.3,58
2091,29.7,31.9,80
2092,-2.5,5.7,93
2093,-0.0,5.3,86
2094,14.5,44.1,88
2095,8.9,24.6,27
2096,2.7,49.7,99
2097,27.4,26.5,36
2098,7.4,46.0,89
2099,10.4,9.6,46
2100,31.1,31.8,39
2101,0.3,17.0,98
2102,-2.7,17.4,50
2103,29.6,32.3,31
2104,2.8,40.7,97
2105,33.2,33.9,41
2106,6.5,45.5,61
2107,20.1,23.8,82
2108,6.4,33.7,68
2109,24.5,35.1,33
2110,27.3,43.1,40
2111,3.1,14.3,20
2112,4.5,23.2,98
2113,23.2,46.4,28
2114,-1.0,10.5,66
2115,7.2,33.5,63
2116,2.1,27.3,50
2117,31.7,10.0,32
2118,3.8,13.8,84
2119,28.2,1.2,76
2120,13.0,37.5,73
2121,-4.7,14.9,21
2122,30.9,33.8,79
2123,7.5,0.3,23
2124,15.1,33.3,82
2125,30.7,4.9,68
2126,6.2,8.9,22
2127,19.7,20.1,45
2128,25.5,23.4,77
2129,5.9,12.3,70
2130,19.1,30.0,44
2131,25.6,15.3,21
2132,0.6,32.7,57
2133,5.0,39.4,86
2134,17.4,14.5,38
2135,24.4,15.4,53
2136,-2.5,46.4,81
2137,20.6,34.0,57
2138,29.9,41.7,57
2139,22.0,49.5,28
2140,11.2,2.4,54
2141,7.4,19.9,78
2142,-1.6,4.3,80
2143,22.4,43.2,24
2144,-3.2,21.7,23
2145,33.2,21.4,96
2146,6.8,18.1,42
2147,24.4,18.7,88
2148,31.8,35.9,53
2149,3.6,6.3,28
2150,5.2,33.2,42
2151,12.2,31.6,28
2152,12.1,44.6,29
2153,16.2,41.3,96
2154,7.5,28.3,35
2155,10.7,3.3,38
2156,16.0,3.0,31
2157,31.8,8.2,56
2158,1.5,3.9,90
2159,22.9,32.6,67
2160,32.4,9.4,36
2161,-0.4,40.3,35
2162,23.7,44.6,57
2163,-1.2,12.0,57
2164,14.7,0.9,34
2165,26.8,41.3,40
2166,14.8,36.4,53
2167,11.6,31.0,71
2168,-4.6,20.7,23
2169,-0.3,6.5,25
2170,12.3,20.5,63
2171,15.4,41.0,45
2172,15.3,20.4,81
2173,1.0,18.0,28
2174,28.2,27.0,53
2175,13.1,33.5,71
2176,34.1,25.0,70
2177,8.0,37.3,86
2178,32.9,32.9,33
2179,9.6,28.3,78
2180,25.5,48.7,94
2181,16.3,49.0,84
2182,2.5,13.0,36
2183,17.6,7.1,28
2184,32.9,5.0,69
2185,31.2,8.6,68
2186,27.5,14.2,22
2187,-2.0,10.0,51
2188,24.1,28.3,53
2189,14.4,38.9,28
2190,26.7,21.7,53
2191,21.6,36.6,69
2192,17.2,32.5,92
2193,9.8,34.7,62
2194,32.9,34.3,57
2195,-1.0,15.2,48
2196,13.4,4.5,36
2197,-4.3,30.6,35
2198,-3.1,40.5,43
2199,-0.2,28.9,21
2200,-4.2,8.5,73
2201,23.8,3.7,30
2202,10.3,10.9,89
